date,bid,offer,price
2020-01-02,12.47,12.47,12.47
2020-01-03,12.46,12.46,12.46
2020-01-06,12.44,12.44,12.44
2020-01-07,12.44,12.44,12.44
2020-01-08,12.4,12.4,12.4
2020-01-09,12.44,12.44,12.44
2020-01-10,12.46,12.46,12.46
2020-01-13,12.48,12.48,12.48
2020-01-14,12.49,12.49,12.49
2020-01-15,12.51,12.51,12.51
2020-01-16,12.51,12.51,12.51
2020-01-17,12.51,12.51,12.51
2020-01-20,12.5,12.5,12.5
2020-01-21,12.47,12.47,12.47
2020-01-22,12.5,12.5,12.5
2020-01-23,12.46,12.46,12.46
2020-01-24,12.48,12.48,12.48
2020-01-29,12.44,12.44,12.44
2020-01-30,12.39,12.39,12.39
2020-01-31,12.39,12.39,12.39
2020-02-03,12.37,12.37,12.37
2020-02-04,12.41,12.41,12.41
2020-02-05,12.41,12.41,12.41
2020-02-06,12.46,12.46,12.46
2020-02-07,12.46,12.46,12.46
2020-02-10,12.46,12.46,12.46
2020-02-11,12.47,12.47,12.47
2020-02-12,12.49,12.49,12.49
2020-02-13,12.48,12.48,12.48
2020-02-14,12.48,12.48,12.48
2020-02-17,12.49,12.49,12.49
2020-02-18,12.45,12.45,12.45
2020-02-19,12.47,12.47,12.47
2020-02-20,12.48,12.48,12.48
2020-02-21,12.48,12.48,12.48
2020-02-24,12.41,12.41,12.41
2020-02-25,12.4,12.4,12.4
2020-02-26,12.36,12.36,12.36
2020-02-27,12.35,12.35,12.35
2020-02-28,12.29,12.29,12.29
2020-03-02,12.37,12.37,12.37
2020-03-03,12.42,12.42,12.42
2020-03-04,12.44,12.44,12.44
2020-03-05,12.5,12.5,12.5
2020-03-06,12.51,12.51,12.51
2020-03-09,12.4,12.4,12.4
2020-03-10,12.3,12.3,12.3
2020-03-11,12.18,12.18,12.18
2020-03-12,11.84,11.84,11.84
2020-03-13,11.74,11.74,11.74
2020-03-16,11.59,11.59,11.59
2020-03-17,11.46,11.46,11.46
2020-03-18,11.21,11.21,11.21
2020-03-19,11.16,11.16,11.16
2020-03-20,11.34,11.34,11.34
2020-03-23,11.22,11.22,11.22
2020-03-24,11.41,11.41,11.41
2020-03-25,11.53,11.53,11.53
2020-03-26,11.7,11.7,11.7
2020-03-27,11.76,11.76,11.76
2020-03-30,11.75,11.75,11.75
2020-03-31,11.76,11.76,11.76
2020-04-01,11.69,11.69,11.69
2020-04-02,11.68,11.68,11.68
2020-04-03,11.62,11.62,11.62
2020-04-06,11.73,11.73,11.73
2020-04-07,11.8,11.8,11.8
2020-04-08,11.81,11.81,11.81
2020-04-09,11.91,11.91,11.91
2020-04-14,11.97,11.97,11.97
2020-04-15,11.91,11.91,11.91
2020-04-16,11.89,11.89,11.89
2020-04-17,11.99,11.99,11.99
2020-04-20,11.98,11.98,11.98
2020-04-21,11.87,11.87,11.87
2020-04-22,11.88,11.88,11.88
2020-04-23,11.92,11.92,11.92
2020-04-24,11.91,11.91,11.91
2020-04-27,11.99,11.99,11.99
2020-04-28,12.03,12.03,12.03
2020-04-29,12.11,12.11,12.11
2020-05-04,11.99,11.99,11.99
2020-05-05,12.01,12.01,12.01
2020-05-06,11.98,11.98,11.98
2020-05-07,11.99,11.99,11.99
2020-05-08,12.08,12.08,12.08
2020-05-11,12.08,12.08,12.08
2020-05-12,12.07,12.07,12.07
2020-05-13,12.04,12.04,12.04
2020-05-14,12.01,12.01,12.01
2020-05-15,11.99,11.99,11.99
2020-05-18,12.07,12.07,12.07
2020-05-19,12.11,12.11,12.11
2020-05-20,12.17,12.17,12.17
2020-05-21,12.15,12.15,12.15
2020-05-22,12.06,12.06,12.06
2020-05-25,12.09,12.09,12.09
2020-05-26,12.18,12.18,12.18
2020-05-27,12.17,12.17,12.17
2020-05-28,12.23,12.23,12.23
2020-05-29,12.27,12.27,12.27
2020-06-01,12.34,12.34,12.34
2020-06-02,12.39,12.39,12.39
2020-06-03,12.44,12.44,12.44
2020-06-04,12.44,12.44,12.44
2020-06-05,12.48,12.48,12.48
2020-06-08,12.51,12.51,12.51
2020-06-09,12.55,12.55,12.55
2020-06-10,12.58,12.58,12.58
2020-06-11,12.5,12.5,12.5
2020-06-12,12.42,12.42,12.42
2020-06-15,12.38,12.38,12.38
2020-06-16,12.46,12.46,12.46
2020-06-17,12.48,12.48,12.48
2020-06-18,12.48,12.48,12.48
2020-06-19,12.5,12.5,12.5
2020-06-22,12.52,12.52,12.52
2020-06-23,12.58,12.58,12.58
2020-06-24,12.52,12.52,12.52
2020-06-26,12.49,12.49,12.49
2020-06-29,12.48,12.48,12.48
2020-06-30,12.51,12.51,12.51
2020-07-02,12.58,12.58,12.58
2020-07-03,12.61,12.61,12.61
2020-07-06,12.72,12.72,12.72
2020-07-07,12.7,12.7,12.7
2020-07-08,12.73,12.73,12.73
2020-07-09,12.76,12.76,12.76
2020-07-10,12.75,12.75,12.75
2020-07-13,12.78,12.78,12.78
2020-07-14,12.76,12.76,12.76
2020-07-15,12.81,12.81,12.81
2020-07-16,12.77,12.77,12.77
2020-07-17,12.78,12.78,12.78
2020-07-20,12.82,12.82,12.82
2020-07-21,12.9,12.9,12.9
2020-07-22,12.9,12.9,12.9
2020-07-23,12.92,12.92,12.92
2020-07-24,12.86,12.86,12.86
2020-07-27,12.92,12.92,12.92
2020-07-28,12.94,12.94,12.94
2020-07-29,12.96,12.96,12.96
2020-07-30,12.96,12.96,12.96
2020-07-31,12.96,12.96,12.96
2020-08-03,12.96,12.96,12.96
2020-08-04,13.03,13.03,13.03
2020-08-05,13.09,13.09,13.09
2020-08-06,13.08,13.08,13.08
2020-08-07,13.03,13.03,13.03
2020-08-10,13.02,13.02,13.02
2020-08-11,13.03,13.03,13.03
2020-08-12,13.05,13.05,13.05
2020-08-13,13.05,13.05,13.05
2020-08-14,13.04,13.04,13.04
2020-08-17,13.09,13.09,13.09
2020-08-18,13.13,13.13,13.13
2020-08-19,13.1,13.1,13.1
2020-08-20,13.05,13.05,13.05
2020-08-21,13.06,13.06,13.06
2020-08-24,13.13,13.13,13.13
2020-08-25,13.12,13.12,13.12
2020-08-26,13.14,13.14,13.14
2020-08-27,13.11,13.11,13.11
2020-08-28,13.17,13.17,13.17
2020-08-31,13.17,13.17,13.17
2020-09-01,13.2,13.2,13.2
2020-09-02,13.2,13.2,13.2
2020-09-03,13.17,13.17,13.17
2020-09-04,13.07,13.07,13.07
2020-09-07,13.07,13.07,13.07
2020-09-08,13.03,13.03,13.03
2020-09-09,13.04,13.04,13.04
2020-09-10,13.03,13.03,13.03
2020-09-11,13.06,13.06,13.06
2020-09-14,13.12,13.12,13.12
2020-09-15,13.13,13.13,13.13
2020-09-16,13.15,13.15,13.15
2020-09-17,13.1,13.1,13.1
2020-09-18,13.12,13.12,13.12
2020-09-21,13.01,13.01,13.01
2020-09-22,12.98,12.98,12.98
2020-09-23,12.97,12.97,12.97
2020-09-24,12.9,12.9,12.9
2020-09-25,12.91,12.91,12.91
2020-09-28,12.97,12.97,12.97
2020-09-29,12.99,12.99,12.99
2020-09-30,13.0,13.0,13.0
2020-10-05,13.05,13.05,13.05
2020-10-06,13.07,13.07,13.07
2020-10-07,13.07,13.07,13.07
2020-10-08,13.11,13.11,13.11
2020-10-09,13.15,13.15,13.15
2020-10-12,13.21,13.21,13.21
2020-10-14,13.21,13.21,13.21
2020-10-15,13.12,13.12,13.12
2020-10-16,13.14,13.14,13.14
2020-10-19,13.14,13.14,13.14
2020-10-20,13.15,13.15,13.15
2020-10-21,13.17,13.17,13.17
2020-10-22,13.12,13.12,13.12
2020-10-23,13.13,13.13,13.13
2020-10-27,13.12,13.12,13.12
2020-10-28,13.03,13.03,13.03
2020-10-29,13.0,13.0,13.0
2020-10-30,12.92,12.92,12.92
2020-11-02,12.98,12.98,12.98
2020-11-03,13.08,13.08,13.08
2020-11-04,13.16,13.16,13.16
2020-11-05,13.32,13.32,13.32
2020-11-06,13.32,13.32,13.32
2020-11-09,13.34,13.34,13.34
2020-11-10,13.32,13.32,13.32
2020-11-11,13.3,13.3,13.3
2020-11-12,13.34,13.34,13.34
2020-11-13,13.36,13.36,13.36
2020-11-16,13.43,13.43,13.43
2020-11-17,13.45,13.45,13.45
2020-11-18,13.46,13.46,13.46
2020-11-19,13.44,13.44,13.44
2020-11-20,13.48,13.48,13.48
2020-11-23,13.47,13.47,13.47
2020-11-24,13.51,13.51,13.51
2020-11-25,13.51,13.51,13.51
2020-11-26,13.54,13.54,13.54
2020-11-27,13.59,13.59,13.59
2020-11-30,13.52,13.52,13.52
2020-12-01,13.56,13.56,13.56
2020-12-02,13.54,13.54,13.54
2020-12-03,13.63,13.63,13.63
2020-12-04,13.62,13.62,13.62
2020-12-07,13.62,13.62,13.62
2020-12-08,13.63,13.63,13.63
2020-12-09,13.63,13.63,13.63
2020-12-10,13.64,13.64,13.64
2020-12-11,13.65,13.65,13.65
2020-12-14,13.64,13.64,13.64
2020-12-15,13.66,13.66,13.66
2020-12-16,13.69,13.69,13.69
2020-12-17,13.74,13.74,13.74
2020-12-18,13.71,13.71,13.71
2020-12-21,13.67,13.67,13.67
2020-12-22,13.65,13.65,13.65
2020-12-23,13.68,13.68,13.68
2020-12-24,13.69,13.69,13.69
2020-12-28,13.69,13.69,13.69
2020-12-29,13.75,13.75,13.75
2020-12-30,13.82,13.82,13.82
2020-12-31,13.83,13.83,13.83
2021-01-04,13.85,13.85,13.85
2021-01-05,13.85,13.85,13.85
2021-01-06,13.83,13.83,13.83
2021-01-07,13.83,13.83,13.83
2021-01-08,13.89,13.89,13.89
2021-01-11,13.82,13.82,13.82
2021-01-12,13.83,13.83,13.83
2021-01-13,13.86,13.86,13.86
2021-01-14,13.88,13.88,13.88
2021-01-15,13.84,13.84,13.84
2021-01-18,13.84,13.84,13.84
2021-01-19,13.92,13.92,13.92
2021-01-20,13.97,13.97,13.97
2021-01-21,13.99,13.99,13.99
2021-01-22,13.94,13.94,13.94
2021-01-25,14.02,14.02,14.02
2021-01-26,13.98,13.98,13.98
2021-01-27,13.9,13.9,13.9
2021-01-28,13.84,13.84,13.84
2021-01-29,13.78,13.78,13.78
2021-02-01,13.82,13.82,13.82
2021-02-02,13.86,13.86,13.86
2021-02-03,13.88,13.88,13.88
2021-02-04,13.86,13.86,13.86
2021-02-05,13.89,13.89,13.89
2021-02-08,13.94,13.94,13.94
2021-02-09,13.97,13.97,13.97
2021-02-10,14.02,14.02,14.02
2021-02-11,14.04,14.04,14.04
2021-02-16,14.03,14.03,14.03
2021-02-17,14.02,14.02,14.02
2021-02-18,13.96,13.96,13.96
2021-02-19,13.96,13.96,13.96
2021-02-22,13.9,13.9,13.9
2021-02-23,13.91,13.91,13.91
2021-02-24,13.83,13.83,13.83
2021-02-25,13.82,13.82,13.82
2021-02-26,13.71,13.71,13.71
2021-03-01,13.76,13.76,13.76
2021-03-02,13.76,13.76,13.76
2021-03-03,13.77,13.77,13.77
2021-03-04,13.66,13.66,13.66
2021-03-05,13.61,13.61,13.61
2021-03-08,13.53,13.53,13.53
2021-03-09,13.6,13.6,13.6
2021-03-10,13.64,13.64,13.64
2021-03-11,13.72,13.72,13.72
2021-03-12,13.65,13.65,13.65
2021-03-15,13.65,13.65,13.65
2021-03-16,13.68,13.68,13.68
2021-03-17,13.65,13.65,13.65
2021-03-18,13.66,13.66,13.66
2021-03-19,13.63,13.63,13.63
2021-03-22,13.66,13.66,13.66
2021-03-23,13.63,13.63,13.63
2021-03-24,13.57,13.57,13.57
2021-03-25,13.54,13.54,13.54
2021-03-26,13.59,13.59,13.59
2021-03-29,13.58,13.58,13.58
2021-03-30,13.58,13.58,13.58
2021-03-31,13.58,13.58,13.58
2021-04-01,13.65,13.65,13.65
2021-04-07,13.71,13.71,13.71
2021-04-08,13.73,13.73,13.73
2021-04-09,13.71,13.71,13.71
2021-04-12,13.68,13.68,13.68
2021-04-13,13.68,13.68,13.68
2021-04-14,13.7,13.7,13.7
2021-04-15,13.75,13.75,13.75
2021-04-16,13.78,13.78,13.78
2021-04-19,13.81,13.81,13.81
2021-04-20,13.77,13.77,13.77
2021-04-21,13.74,13.74,13.74
2021-04-22,13.76,13.76,13.76
2021-04-23,13.79,13.79,13.79
2021-04-26,13.81,13.81,13.81
2021-04-27,13.79,13.79,13.79
2021-04-28,13.79,13.79,13.79
2021-04-29,13.81,13.81,13.81
2021-04-30,13.74,13.74,13.74
2021-05-03,13.74,13.74,13.74
2021-05-04,13.75,13.75,13.75
2021-05-05,13.73,13.73,13.73
2021-05-06,13.77,13.77,13.77
2021-05-07,13.81,13.81,13.81
2021-05-10,13.82,13.82,13.82
2021-05-11,13.73,13.73,13.73
2021-05-12,13.66,13.66,13.66
2021-05-13,13.61,13.61,13.61
2021-05-14,13.68,13.68,13.68
2021-05-17,13.69,13.69,13.69
2021-05-18,13.75,13.75,13.75
2021-05-20,13.74,13.74,13.74
2021-05-21,13.76,13.76,13.76
2021-05-24,13.78,13.78,13.78
2021-05-25,13.83,13.83,13.83
2021-05-26,13.84,13.84,13.84
2021-05-27,13.84,13.84,13.84
2021-05-28,13.85,13.85,13.85
2021-05-31,13.88,13.88,13.88
2021-06-01,13.9,13.9,13.9
2021-06-02,13.88,13.88,13.88
2021-06-03,13.83,13.83,13.83
2021-06-04,13.86,13.86,13.86
2021-06-07,13.87,13.87,13.87
2021-06-08,13.89,13.89,13.89
2021-06-09,13.88,13.88,13.88
2021-06-10,13.91,13.91,13.91
2021-06-11,13.9,13.9,13.9
2021-06-15,13.89,13.89,13.89
2021-06-16,13.86,13.86,13.86
2021-06-17,13.8,13.8,13.8
2021-06-18,13.76,13.76,13.76
2021-06-21,13.75,13.75,13.75
2021-06-22,13.76,13.76,13.76
2021-06-23,13.79,13.79,13.79
2021-06-24,13.79,13.79,13.79
2021-06-25,13.82,13.82,13.82
2021-06-28,13.83,13.83,13.83
2021-06-29,13.81,13.81,13.81
2021-06-30,13.81,13.81,13.81
2021-07-02,13.8,13.8,13.8
2021-07-05,13.79,13.79,13.79
2021-07-06,13.8,13.8,13.8
2021-07-07,13.8,13.8,13.8
2021-07-08,13.75,13.75,13.75
2021-07-09,13.76,13.76,13.76
2021-07-12,13.79,13.79,13.79
2021-07-13,13.8,13.8,13.8
2021-07-14,13.81,13.81,13.81
2021-07-15,13.82,13.82,13.82
2021-07-16,13.8,13.8,13.8
2021-07-19,13.75,13.75,13.75
