date,bid,offer,price
2020-01-02,18.67,18.67,18.67
2020-01-03,18.54,18.54,18.54
2020-01-06,18.57,18.57,18.57
2020-01-07,18.53,18.53,18.53
2020-01-08,18.62,18.62,18.62
2020-01-09,18.73,18.73,18.73
2020-01-10,18.72,18.72,18.72
2020-01-13,18.83,18.83,18.83
2020-01-14,18.84,18.84,18.84
2020-01-15,18.86,18.86,18.86
2020-01-16,19.01,19.01,19.01
2020-01-17,19.09,19.09,19.09
2020-01-20,19.09,19.09,19.09
2020-01-21,19.03,19.03,19.03
2020-01-22,19.06,19.06,19.06
2020-01-23,19.07,19.07,19.07
2020-01-24,18.92,18.92,18.92
2020-01-29,18.77,18.77,18.77
2020-01-30,18.82,18.82,18.82
2020-01-31,18.52,18.52,18.52
2020-02-03,18.62,18.62,18.62
2020-02-04,18.89,18.89,18.89
2020-02-05,19.11,19.11,19.11
2020-02-06,19.19,19.19,19.19
2020-02-07,19.11,19.11,19.11
2020-02-10,19.22,19.22,19.22
2020-02-11,19.26,19.26,19.26
2020-02-12,19.37,19.37,19.37
2020-02-13,19.39,19.39,19.39
2020-02-14,19.39,19.39,19.39
2020-02-17,19.4,19.4,19.4
2020-02-18,19.32,19.32,19.32
2020-02-19,19.39,19.39,19.39
2020-02-20,19.41,19.41,19.41
2020-02-21,19.18,19.18,19.18
2020-02-24,18.56,18.56,18.56
2020-02-25,18.07,18.07,18.07
2020-02-26,17.94,17.94,17.94
2020-02-27,17.26,17.26,17.26
2020-02-28,16.97,16.97,16.97
2020-03-02,17.62,17.62,17.62
2020-03-03,17.3,17.3,17.3
2020-03-04,17.87,17.87,17.87
2020-03-05,17.35,17.35,17.35
2020-03-06,17.0,17.0,17.0
2020-03-09,15.74,15.74,15.74
2020-03-10,16.44,16.44,16.44
2020-03-11,15.72,15.72,15.72
2020-03-12,14.24,14.24,14.24
2020-03-13,15.39,15.39,15.39
2020-03-16,13.73,13.73,13.73
2020-03-17,14.36,14.36,14.36
2020-03-18,13.68,13.68,13.68
2020-03-19,13.77,13.77,13.77
2020-03-20,13.31,13.31,13.31
2020-03-23,12.79,12.79,12.79
2020-03-24,13.98,13.98,13.98
2020-03-25,14.14,14.14,14.14
2020-03-26,14.93,14.93,14.93
2020-03-27,14.52,14.52,14.52
2020-03-30,14.93,14.93,14.93
2020-03-31,14.83,14.83,14.83
2020-04-01,14.17,14.17,14.17
2020-04-02,14.45,14.45,14.45
2020-04-03,14.27,14.27,14.27
2020-04-06,15.19,15.19,15.19
2020-04-07,15.31,15.31,15.31
2020-04-08,15.67,15.67,15.67
2020-04-09,15.9,15.9,15.9
2020-04-14,16.22,16.22,16.22
2020-04-15,15.89,15.89,15.89
2020-04-16,15.96,15.96,15.96
2020-04-17,16.43,16.43,16.43
2020-04-20,16.13,16.13,16.13
2020-04-21,15.64,15.64,15.64
2020-04-22,15.96,15.96,15.96
2020-04-23,15.99,15.99,15.99
2020-04-24,16.17,16.17,16.17
2020-04-27,16.42,16.42,16.42
2020-04-28,16.4,16.4,16.4
2020-04-29,16.81,16.81,16.81
2020-05-04,16.28,16.28,16.28
2020-05-05,16.43,16.43,16.43
2020-05-06,16.35,16.35,16.35
2020-05-07,16.52,16.52,16.52
2020-05-08,16.81,16.81,16.81
2020-05-11,16.84,16.84,16.84
2020-05-12,16.53,16.53,16.53
2020-05-13,16.21,16.21,16.21
2020-05-14,16.35,16.35,16.35
2020-05-15,16.42,16.42,16.42
2020-05-18,16.91,16.91,16.91
2020-05-19,16.79,16.79,16.79
2020-05-20,17.05,17.05,17.05
2020-05-21,16.93,16.93,16.93
2020-05-22,16.94,16.94,16.94
2020-05-25,16.95,16.95,16.95
2020-05-26,17.19,17.19,17.19
2020-05-27,17.39,17.39,17.39
2020-05-28,17.38,17.38,17.38
2020-05-29,17.45,17.45,17.45
2020-06-01,17.54,17.54,17.54
2020-06-02,17.67,17.67,17.67
2020-06-03,17.88,17.88,17.88
2020-06-04,17.87,17.87,17.87
2020-06-05,18.27,18.27,18.27
2020-06-08,18.5,18.5,18.5
2020-06-09,18.41,18.41,18.41
2020-06-10,18.3,18.3,18.3
2020-06-11,17.31,17.31,17.31
2020-06-12,17.45,17.45,17.45
2020-06-15,17.54,17.54,17.54
